"","Order","Family","Species","Occurrence","FishBase name","Name","Use","Use elsewhere","Country"
"7915","Hexanchiformes","Hexanchidae","Heptranchias perlo","native","Sharpnose sevengill shark","","minor commercial","minor commercial","Mexico"
"8013","Hexanchiformes","Hexanchidae","Hexanchus griseus","native","Bluntnose sixgill shark","Tiburón cañabota","minor commercial","commercial","Mexico"
"8122","Hexanchiformes","Hexanchidae","Hexanchus nakamurai","native","Bigeyed sixgill shark","","minor commercial","subsistence fisheries","Mexico"
"8216","Siluriformes","Ictaluridae","Ictalurus dugesii","endemic","Lerma catfish","Bagre","highly commercial","highly commercial","Mexico"
"8315","Cyprinodontiformes","Goodeidae","Ilyodon furcidens","endemic","Goldbreast splitfin","","commercial","commercial","Mexico"
"8415","Lamniformes","Lamnidae","Isurus oxyrinchus","native","Shortfin mako","Tiburón marrajo","minor commercial","minor commercial","Mexico"
"8515","Mugiliformes","Mugilidae","Joturus pichardi","native","Bobo mullet","Liza bobo","minor commercial","subsistence fisheries","Mexico"
"8615","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Listado","commercial","highly commercial","Mexico"
"8714","Lepisosteiformes","Lepisosteidae","Lepisosteus osseus","native","Longnose gar","Pejelagarto","minor commercial","minor commercial","Mexico"
"8813","Perciformes","Centrarchidae","Lepomis macrochirus","native","Bluegill","","highly commercial","minor commercial","Mexico"
"8913","Clupeiformes","Clupeidae","Lile stolifera","native","Pacific piquitinga","Sardina rayada","commercial","minor commercial","Mexico"
"9011","Perciformes","Lutjanidae","Lutjanus argentiventris","native","Yellow snapper","Pargo amarillo","commercial","commercial","Mexico"
"9121","Perciformes","Lutjanidae","Lutjanus campechanus","native","Northern red snapper","Huachinango del Golfo","commercial","commercial","Mexico"
"9216","Perciformes","Lutjanidae","Lutjanus peru","native","Pacific red snapper","Pargo rojo del Pacífico","minor commercial","subsistence fisheries","Mexico"
"9315","Perciformes","Lutjanidae","Lutjanus synagris","native","Lane snapper","Pargo viajaiba","commercial","commercial","Mexico"
"9415","Cyprinodontiformes","Cyprinodontidae","Megupsilon aporus","endemic","Catarina pupfish","Cachorrito Enano de Potosi","commercial","of no interest","Mexico"
"9515","Perciformes","Sciaenidae","Menticirrhus littoralis","native","Gulf kingcroaker","Berrugata","minor commercial","minor commercial","Mexico"
"9615","Perciformes","Sciaenidae","Menticirrhus panamensis","native","Panama kingcroaker","Berrugata gurrubata","minor commercial","minor commercial","Mexico"
"9714","Perciformes","Centrarchidae","Micropterus salmoides","native","Largemouth black bass","Huro","highly commercial","minor commercial","Mexico"
"9813","Rajiformes","Myliobatidae","Mobula thurstoni","native","Smoothtail mobula","Manta diablo","minor commercial","minor commercial","Mexico"
"9912","Mugiliformes","Mugilidae","Mugil cephalus","native","Flathead grey mullet","Liza cabezona","commercial","highly commercial","Mexico"
"10011","Mugiliformes","Mugilidae","Mugil curema","native","White mullet","Lisa blanca","minor commercial","commercial","Mexico"
"10119","Carcharhiniformes","Triakidae","Mustelus canis","native","Dusky smooth-hound","","commercial","commercial","Mexico"
"10216","Carcharhiniformes","Triakidae","Mustelus henlei","native","Brown smooth-hound","Cazón pardo","commercial","highly commercial","Mexico"
"10315","Carcharhiniformes","Triakidae","Mustelus lunulatus","native","Sicklefin smooth-hound","","commercial","commercial","Mexico"
"10415","Perciformes","Serranidae","Mycteroperca bonaci","native","Black grouper","Bonaci gato","minor commercial","highly commercial","Mexico"
"10515","Perciformes","Serranidae","Mycteroperca prionura","native","Sawtail grouper","Garropa aserrada","subsistence fisheries","subsistence fisheries","Mexico"
"10615","Carcharhiniformes","Carcharhinidae","Negaprion brevirostris","native","Lemon shark","Limón","minor commercial","commercial","Mexico"
"10713","Perciformes","Lutjanidae","Ocyurus chrysurus","native","Yellowtail snapper","Rabirrubia","commercial","commercial","Mexico"
"10813","Lamniformes","Odontaspididae","Odontaspis ferox","native","Smalltooth sand tiger","Tiburón toro","minor commercial","commercial","Mexico"
"10912","Salmoniformes","Salmonidae","Oncorhynchus mykiss","native","Rainbow trout","Trucha arcoiris","commercial","highly commercial","Mexico"
"11011","Perciformes","Cichlidae","Oreochromis aureus","introduced","Blue tilapia","Tilapia azul","highly commercial","highly commercial","Mexico"
"11118","Perciformes","Haemulidae","Orthopristis reddingi","native","Bronze-striped grunt","Burrito roncacho","minor commercial","minor commercial","Mexico"
"11215","Perciformes","Serranidae","Paralabrax auroguttatus","native","Goldspotted sand bass","Cabrilla extranjera","minor commercial","minor commercial","Mexico"
"11315","Perciformes","Serranidae","Paralabrax maculatofasciatus","native","Spotted sand bass","Cabrilla de roca","minor commercial","of no interest","Mexico"
"11415","Pleuronectiformes","Paralichthyidae","Paralichthys californicus","native","California flounder","Lenguado de California","minor commercial","commercial","Mexico"
"11514","Perciformes","Haemulidae","Pomadasys panamensis","native","Panama grunt","Ronco mapache","minor commercial","minor commercial","Mexico"
"11613","Rajiformes","Rajidae","Raja texana","native","Roundel skate","Raya","minor commercial","minor commercial","Mexico"
"11712","Orectolobiformes","Rhincodontidae","Rhincodon typus","native","Whale shark","","minor commercial","commercial","Mexico"
"11811","Rajiformes","Rhinobatidae","Rhinobatos productus","native","Shovelnose guitarfish","Guitarra viola","commercial","commercial","Mexico"
"11910","Carcharhiniformes","Carcharhinidae","Rhizoprionodon longurio","native","Pacific sharpnose shark","Cazón picudo","minor commercial","commercial","Mexico"
"1209","Carcharhiniformes","Carcharhinidae","Rhizoprionodon terraenovae","native","Atlantic sharpnose shark","Cazón de ley","commercial","subsistence fisheries","Mexico"
"12117","Perciformes","Lutjanidae","Rhomboplites aurorubens","native","Vermilion snapper","Pargo colorado","minor commercial","minor commercial","Mexico"
"12215","Perciformes","Scombridae","Sarda sarda","native","Atlantic bonito","Bonito del Atlántico","commercial","highly commercial","Mexico"
"12315","Clupeiformes","Clupeidae","Sardinella aurita","native","Round sardinella","","minor commercial","highly commercial","Mexico"
"12415","Clupeiformes","Clupeidae","Sardinops sagax","native","South American pilchard","Sardina Monterrey","highly commercial","highly commercial","Mexico"
"12513","Perciformes","Sciaenidae","Sciaenops ocellatus","native","Red drum","Corvina","minor commercial","minor commercial","Mexico"
"12612","Perciformes","Scombridae","Scomber japonicus","native","Chub mackerel","Macarela","commercial","highly commercial","Mexico"
"12711","Perciformes","Scombridae","Scomberomorus cavalla","native","King mackerel","Carito lucio","commercial","commercial","Mexico"
"12810","Perciformes","Scombridae","Scomberomorus concolor","endemic","Monterey Spanish mackerel","Sierra del golfo","commercial","commercial","Mexico"
"12910","Perciformes","Scombridae","Scomberomorus maculatus","native","Atlantic Spanish mackerel","Sierra","highly commercial","highly commercial","Mexico"
"1309","Perciformes","Scombridae","Scomberomorus sierra","native","Pacific sierra","Sierra del Pacifico","commercial","commercial","Mexico"
