"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"252273","","Genista","","depressa","","","","4","No","","","","","Europe","","","","","21"
"25646","","Genista","","ovata","","","","6","No","","","","","Europe","","","","","21"
"9780","","Genista","","tinctoria","","","","103","No","","","","","Europe","","","","","21"
"25723","","Gentiana","","andrewsii","","","","48","No","","","","","US","x","","","","17"
"20758","","Gentiana","","asclepiadea","","","","76","No","","","","","Europe","","","","","21"
"18752","","Gentiana","","cruciata","","","","56","No","","","","","Europe","","","","","21"
"103710","","Gentiana","","kurroo","","","","16","No","","","","","India","x","","","","14, 24, 27"
"14862","","Gentiana","","lutea","","","","77","No","","","","","Europe","x","","","","38"
"25699","","Gentiana","","macrophylla","","","","30","No","","","","","China","","","","","22"
"12064","","Gentiana","","punctata","","","","29","No","","","","","Europe","","","","","21, 9"
"85175","","Gentiana","","saponaria","","","","25","No","","","","","US","x","","","","17"
"11150","","Gentiana","","scabra","","","","23","No","","","","","China","","","","","22"
"25748","","Gentiana","","tianschanica","","","","10","No","","","","","North Pakistan","","","","","26"
"197940","","Gentiana","","villosa","","","","7","No","","","","","US","x","","","","17"
"25924","","Geranium","","maculatum","","","","84","No","","","","","US","","","","","17"
"2214","","Ginkgo","","biloba","","","","266","No","Endangered","Rare","","","India, China","","","","","10, 22"
"17544","","Glaucium","","flavum","","","","75","No","","","","","Europe","","","","","21"
"26149","","Glehnia","","littoralis","","","","10","No","","","","","China","","","","","42, 22"
"156757","","Glinus","","lotoides","","","","1","No","","","","","Africa","","","","","36"
"5516","","Gloriosa","","superba","","","","58","No","","","","","India, Africa","x","","tuber, root","labour pains","12, 24, 34, 14, 10"
"6948","","Glycyrrhiza","","glabra","","","","80","No","","","","","India, Europe","","","root","constipation, muscular pains, mouth ulcers, baldness, corns, sore throat","12, 38"
"70348","","Gnetum","","africanum","","","","1","No","","","","","Africa","","","","","34"
"149767","","Gnetum","","montanum","","","","3","No","","","III","1975-11-16","China , India , Myanmar , Nepal , Thailand , Viet Nam","x","Appendix II","","","13"
"26253","","Gomphrena","","globosa","","","","42","No","","","","","South America","","","","","31"
"62011","","Goodyera","","procera","","","","2","No","","","II","2005-01-12","Bangladesh , China , Hong Kong, China , India , Indonesia , Japan , Malaysia , Myanmar , Philippines","x","Appendix II","","","13"
"26307","","Goodyera","","pubescens","","","","29","No","","","","","US","x","","","","17"
"26296","","Goodyera","","schlechtendaliana","","","","7","No","","","II","2005-01-12","China , Japan , Korea","x","Appendix II","","","13"
"2227","","Gossypium","","herbaceum","","","","40","Yes","","","","","India","","","seed","demulcent, laxative, expectorant, aphrodisiac, abortifacient, nervine tonic, diuretic","12"
"266587","","Gossypium","","indicum","","","","1","Yes","","","","","India","","","seed","demulcent, laxative, expectorant, aphrodisiac, abortifacient, nervine tonic, diuretic","12"
"26362","","Grewia","","optiva","","","","1","No","","","","","India","","","leaves","Fresh leaves are boiled in water to prepare decoction which is further concentrated at low temperatures. The concentrated paste is applied to cure joint pains.","40"
"149831","","Grewia","","tenax","","","","4","No","","","","","India","","","plant","Ulcers,","12"
"132610","","Grindelia","","camporum","","","","16","No","","","","","US","x","","","","17"
"26381","","Grindelia","","integrifolia","","","","13","No","","","","","US","x","","","","17"
"10224","","Grindelia","","stricta","subsp.","venulosa","","1","No","","","","","US","x","","","","17"
"26391","","Guaiacum","","officinale","","","","37","No","Endangered","","II","2003-02-13","Anguilla, Bahamas , Barbados , British Virgin Islands , Colombia , Cuba , Dominica , Dominican Repub","x","Appendix II","","","17, 13"
"2265","","Guaiacum","","sanctum","","","","31","No","Endangered","","II","2003-02-13","Bahamas , Belize , Costa Rica , Cuba , Dominican Republic , El Salvador , Guatemala , Haiti , Hondur","x","Appendix II","","","17, 13"
"2267","","Guazuma","","ulmifolia","","","","30","No","","","","","South America, the Caribbean","","","","","31, 39"
"193434","","Guizotia","","scabra","subsp.","scabra","","1","No","","","","","Africa","","","","","34"
"157952","","Gunnera","","perpensa","","","","15","No","","","","","Africa","x","","","","29"
"26432","","Gymnadenia","","conopsea","","","","29","No","","","II","2005-01-12","Albania , Austria , Belgium , Bulgaria , China , Czech Republic , Denmark , Estonia , Finland , Fran","x","Appendix II","","","13"
"26433","","Gymnema","","sylvestre","","","","2","No","","","","","India","","","leaf","hypoglycemic (anti- diabetic)","12, 10"
"71598","","Gynandropsis","","gynandra","","","","3","No","","","","","China","","","","","22"
"71599","","Gynocardia","","odorata","","","","1","No","","","","","India","x","","","","14"
"2282","","Haemanthus","","deformis","","","","7","No","","","","","Africa","x","","","","37"
"185887","","Haematoxylon","","campechianum","","","","3","No","","","","","South America, the Caribbean, Africa","","","","","31, 34, 39"
"21493","","Hagenia","","abyssinica","","","","4","No","","","","","Africa","x","","","","34, 29, 25"
"9135","","Hamamelis","","virginiana","","","","177","No","","","","","US","x","","","","17"
"2292","","Hamelia","","patens","","","","74","No","","","","","India, South America, the Caribbean","","","berris","dysentery","12, 31, 39"
"131335","","Harpagophytum","","procumbens","","","","7","No","","","","","Africa","x","","","","37"
"193928","","Harpagophytum","","zeyheri","","","","1","No","","","","","Africa","x","","","","37"
"103817","","Harrisia","","pomanensis","","","","30","No","","","II","2003-02-13","Argentina , Bolivia , Paraguay","x","Appendix II","","","13"
"6598","","Harungana","","madagascariensis","","","","10","No","","","","","Africa","","","","","7"
"4745","","Haworthia","","attenuata","var.","clariperla","","10","No","","","","","Africa","x","","","","37"
"26749","","Haworthia","","koelmaniorum","","","","6","No","","Vulnerable","","","Africa","x","","","","37"
"2303","","Haworthia","","limifolia","","","","48","No","","","","","Africa","x","","","","29"
"168895","","Haworthia","","pumila","","","","30","No","","","","","Africa","x","","","","37"
"2314","","Hedera","","helix","","","","144","No","","","","","Europe","","","","","21"
"5676","","Hedychium","","coronarium","","","","101","No","","","","","India","x","","","","14, 24"
"161211","","Helianthus","","annus","","","","3","No","","","","","Europe","","","","","21"
"20983","","Helianthus","","annuus","","","","71","No","","","","","India","","","seed , flower, oil","colic, diarrhoea, eye diseases, inflammation, wound, ulcers, respiratory diseases, hypercholestremia","12"
"27149","","Helichrysum","","arenarium","","","","39","No","","","","","Europe","","","","","21"
"16011","","Helichrysum","","italicum","","","","50","No","","","","","Europe","","","","","9"
"8065","","Helicteres","","isora","","","","8","No","","","","","India","","","pod","colic, dysentery, diarrhoea","12"
"100080","","Heliotropium","","indicum","","","","11","No","","","","","Africa","","","","","34"
"27210","","Heliotropium","","ramosissimum","","","","1","No","","","","","Africa","","","","","34"
"157269","","Heliotropium","","zeylanicum","","","","1","No","","","","","Africa","","","","","34"
"27234","","Helleborus","","odorus","","","","46","No","","","","","Europe","","","","","21"
"5533","","Hemerocallis","","fulva","","","","91","No","","","","","China","","","","","42"
"16134","","Hemidesmus","","indicus","","","","1","No","","","","","India","","","root, latex","stomach diseases, urinary diseases, inflammation, rheumatism, skin diseases","12"
"27303","","Hepatica","","nobilis","var.","japonica","","5","No","","","","","Europe","","","","","21"
"252595","","Heracleum","","sibiricum","","","","6","No","","","","","Europe","","","","","21"
"8066","","Heritiera","","littoralis","","","","26","No","Least Concern","","","","Africa","","","","","34"
"27330","","Herniaria","","glabra","","","","49","No","","","","","Europe","","","","","21"
"100586","","Herniaria","","hirsuta","","","","18","No","","","","","Europe","","","","","21"
"20049","","Hevea","","brasiliensis","","","","45","No","","","","","South America","","","","","31"
"150212","","Hibiscus","","abelmoschus","","","","0","No","","","","","India","","","seed","stimulant, antiseptic, carminative, aphrodisiac","12"
"27456","","Hibiscus","","acetosella","","","","21","No","","","","","Africa","","","","","34"
"156792","","Hibiscus","","asper","","","","2","No","","","","","Africa","","","","","34"
"2380","","Hibiscus","","calyphyllus","","","","21","No","","","","","Africa","","","","","34"
"2381","","Hibiscus","","cannabinus","","","","24","No","","","","","Africa","","","","","34"
"2397","","Hibiscus","","mutabilis","","","","55","No","","","","","China","","","","","22"
"7212","","Hibiscus","","rosa-sinensis","","","Amazon","1","No","","","","","Latin America and the Caribbean","","","","","39"
"2405","","Hibiscus","","sabdariffa","","","","35","No","","","","","Africa","","","","","7"
"2409","","Hibiscus","","surattensis","","","","4","No","","","","","Africa","","","","","34"
"7240","","Hibiscus","","trionum","","","","51","No","","","","","Africa","","","","","34"
"2415","","Hieracium","","pilosella","","","","49","No","","","","","Europe","","","","","21"
"150687","","Holarrhena","","antidysenterica","","","","0","No","","","","","India","","","bark, seed, leaf","skin diseases","12"
"71662","","Holarrhena","","floribunda","","","","8","No","","","","","Africa","","","","","34"
"96754","","Holarrhena","","pubescens","","","","6","No","Least Concern","Extinct","","","Africa","x","","","","34, 29"
"27658","","Hoodia","","bainii","","","","5","No","","","II","2005-01-12","Africa","x","Appendix II","","","37, 13"
"63573","","Hoodia","","barklyi","","","","1","No","","","II","2005-01-12","Africa","x","Appendix II","","","37, 13"
"27666","","Hoodia","","currorii","subsp.","currorii","","4","No","","","II","2005-01-12","Africa","","","","","34"
"63574","","Hoodia","","dregei","","","","4","No","","Rare","II","2005-01-12","Africa","x","Appendix II","","","37, 13"
"27665","","Hoodia","","gordonii","","","","30","No","","","II","2005-01-12","Africa","","","","","7"
"63576","","Hoodia","","pillansii","","","","1","No","","","II","2005-01-12","Africa","x","Appendix II","","","37, 13"
"27672","","Hordeum","","vulgare","","","","27","Yes","","","","","India","","","rootlets","astringent","12"
"96837","","Hoslundia","","opposita","","","","6","No","","","","","Africa","x","","","","25, 29"
"2431","","Houttuynia","","cordata","","","","63","No","","","","","China","","","","","22"
"27815","","Humulus","","lupulus","","","","105","No","","","","","Europe","","","","","21"
"99598","","Hunteria","","eburnea","","","","1","No","","","","","Africa","","","","","15"
"66561","","Hunteria","","zeylanica","var.","zeylanica","","1","No","","","","","Africa","","","","","34"
"71698","","Hydnocarpus","","alpina","","","","2","No","","","","","India","x","","","","14"
"71696","","Hydnocarpus","","kurzii","","","","4","No","Data Deficient","","","","India","x","","","","24"
"20881","","Hydrangea","","arborescens","subsp.","radiata","","50","No","","","","","US","x","","","","17"
"27894","","Hydrastis","","canadensis","","","","57","No","","","II","1997-09-18","US, Canada","x","Appendix II","","","17, 13"
"157311","","Hygrophila","","auriculata","","","","4","No","","","","","India","","","","aphrodisiac","12"
"6520","","Hymenaea","","courbaril","","","","37","No","","","","","South America","","","","","31, 19"
"156958","","Hyoscyamus","","muticus","","","","3","No","","","","","Africa","","","","","36"
"2450","","Hyoscyamus","","niger","","","","69","No","","","","","China, North Pakistan, Europe, India","x","","","","42, 22, 21, 12, 26, 14"
"28046","","Hypericum","","japonicum","","","","7","No","","","","","China","","","","","22"
"2455","","Hypericum","","perforatum","","","","129","No","","","","","Europe, India","","","upper shoot","anti-depressant, anti-viral","21, 9, 12"
"28172","","Hypoxis","","hemerocallidea","","","","16","No","","","","","Africa","","","","","7"
"2467","","Hyssopus","","officinalis","","","","109","No","","","","","India","","","plant, leaf","asthma, cough","12"
"28241","","Iboza","","riparia","","","","11","No","","","","","Africa","","","","","5"
"28334","","Illicium","","verum","","","","4","No","","","","","India","","","fruit",".","12"
"28386","","Impatiens","","balsamina","","","","51","No","","","","","China","","","","","42"
"98890","","Impatiens","","irvingii","","","","5","No","","","","","Africa","","","","","34"
"6186","","Impatiens","","niamniamensis","","","","37","No","","","","","Africa","","","","","34"
"28345","","Impatiens","","tinctoria","","","","7","No","","","","","Africa","","","","","34"
"18614","","Imperata","","cylindrica","var.","major","","5","No","","","","","China","","","","","22"
"28419","","Indigofera","","arrecta","","","","4","No","","","","","Africa","","","","","34"
"28456","","Indigofera","","coerulea","","","","2","No","","","","","Africa","","","","","34"
"28428","","Indigofera","","tinctoria","","","","34","No","","","","","India, Africa","","","plant","epilepsy, nervous diseases, bronchitis, haemorrhage","12, 34"
"2494","","Inula","","helenium","","","","105","No","","","","","Europe","","","","","21"
"28526","","Inula","","japonica","","","","4","No","","","","","China","","","","","22"
"28524","","Inula","","racemosa","","","","16","No","","Vulnerable","","","India","x","","root","cough, asthma","12, 14, 24"
"28500","","Inula","","rhizocephala","","","","16","No","","","","","North Pakistan","","","","","26"
"6631","","Ipomoea","","aquatica","","","","17","Yes","","","","","India, Africa","","","plant","general weakness, nervousness","12, 34"
"2502","","Ipomoea","","batatas","","","","53","Yes","","","","","India","","","rhizome","scorpion bite","12"
"2505","","Ipomoea","","digitata","","","","6","Yes","","","","","India","","",".",".","12"
"17866","","Ipomoea","","eriocarpa","","","","2","Yes","","","","","Africa","","","","","34"
"6634","","Ipomoea","","hederacea","","","","15","Yes","","","","","India, China","","","seed",".","12, 22"
"71720","","Ipomoea","","obscura","","","","5","Yes","","","","","Africa","","","","","34"
